Date,Open,High,Low,Close,Volume,Adjusted Close
2015-06-26,4399.933105,4456.895996,4139.529785,4192.873047,565200.0,4192.873047
2015-06-25,4711.763184,4720.701172,4483.547852,4527.778809,572800.0,4527.778809
2015-06-24,4604.579102,4691.768066,4552.128906,4690.149902,543000.0,4690.149902
2015-06-23,4471.612793,4577.938965,4264.771973,4576.492188,473500.0,4576.492188
2015-06-19,4689.929199,4744.081055,4476.500977,4478.36377,452700.0,4478.36377
2015-06-18,4942.52002,4966.76709,4780.873047,4785.355957,507400.0,4785.355957
2015-06-17,4890.550781,4983.658203,4767.21582,4967.897949,537100.0,4967.897949
2015-06-16,5004.412109,5029.684082,4842.100098,4887.432129,550800.0,4887.432129
2015-06-15,5174.417969,5176.794922,5048.742188,5062.993164,637800.0,5062.993164
2015-06-12,5143.342773,5178.190918,5103.400879,5166.350098,625600.0,5166.350098
2015-06-11,5101.439941,5122.457031,5050.765137,5121.592773,564000.0,5121.592773
2015-06-10,5049.196777,5164.162109,5001.48877,5106.036133,597000.0,5106.036133
2015-06-09,5145.978027,5147.454102,5042.962891,5113.53418,729900.0,5113.53418
2015-06-08,5045.693848,5146.949219,4997.480957,5131.880859,855000.0,5131.880859
2015-06-05,5016.087891,5051.625977,4898.067871,5023.096191,772200.0,5023.096191
2015-06-04,4912.944824,4947.964844,4647.407227,4947.102051,675000.0,4947.102051
2015-06-03,4924.380859,4942.064941,4822.441895,4909.978027,611500.0,4909.978027
2015-06-02,4844.704102,4911.574219,4797.551758,4910.526855,623700.0,4910.526855
2015-06-01,4633.098145,4829.501953,4615.230957,4828.737793,593400.0,4828.737793
2015-05-29,4603.464844,4698.192871,4431.562988,4611.744141,611300.0,4611.744141
2015-05-28,4943.742188,4986.50293,4614.241211,4620.266113,783000.0,4620.266113
2015-05-27,4932.846191,4958.155762,4857.056152,4941.713867,681200.0,4941.713867
2015-05-26,4854.850098,4911.685059,4779.075195,4910.896973,704900.0,4910.896973
2015-05-25,4660.075195,4814.671875,4656.825195,4813.797852,662000.0,4813.797852
2015-05-22,4584.983887,4658.272949,4562.98877,4657.596191,655600.0,4657.596191
2015-05-21,4456.435059,4530.478027,4438.257812,4529.421875,465000.0,4529.421875
2015-05-20,4434.979004,4520.538086,4432.278809,4446.288086,514100.0,4446.288086
2015-05-19,4285.776855,4418.402832,4285.776855,4417.551758,436700.0,4417.551758
2015-05-18,4277.89502,4324.826172,4260.508789,4283.491211,380100.0,4283.491211
2015-05-15,4366.821777,4366.821777,4278.553223,4308.690918,439700.0,4308.690918
2015-05-14,4372.815918,4397.745117,4329.041992,4378.311035,449100.0,4378.311035
2015-05-13,4402.37793,4415.628906,4342.480957,4375.759766,510500.0,4375.759766
2015-05-12,4342.370117,4402.309082,4317.975098,4401.219238,521900.0,4401.219238
2015-05-11,4231.270996,4334.876953,4187.819824,4333.583984,488800.0,4333.583984
2015-05-08,4152.983887,4206.859863,4099.041992,4205.916992,397400.0,4205.916992
2015-05-07,4197.895996,4213.76416,4108.008789,4112.213867,394600.0,4112.213867
2015-05-06,4311.641113,4376.353027,4187.368164,4229.266113,481700.0,4229.266113
2015-05-05,4479.848145,4488.865234,4282.236816,4298.706055,572900.0,4298.706055
2015-05-04,4441.342773,4487.569824,4387.425781,4480.463867,494200.0,4480.463867
2015-05-01,4483.009766,4507.339844,4441.049805,4441.660156,0.0,4441.660156
2015-04-30,4483.013184,4507.344238,4441.054199,4441.654785,526700.0,4441.654785
2015-04-29,4446.119141,4499.944824,4398.63916,4476.620117,519800.0,4476.620117
2015-04-28,4527.634766,4572.391113,4432.903809,4476.214844,767700.0,4476.214844
2015-04-27,4441.929199,4529.734863,4441.929199,4527.395996,671100.0,4527.395996
2015-04-24,4355.951172,4416.375977,4318.119141,4393.686035,628600.0,4393.686035
2015-04-23,4414.484863,4444.410156,4358.844238,4414.507812,667300.0,4414.507812
2015-04-22,4304.597168,4400.192871,4297.951172,4398.494141,680300.0,4398.494141
2015-04-21,4212.185059,4294.375,4188.568848,4293.623047,634500.0,4293.623047
2015-04-20,4301.352051,4356.000977,4190.681152,4217.077148,857100.0,4217.077148
2015-04-17,4254.723145,4317.223145,4238.910156,4287.295898,701700.0,4287.295898
2015-04-16,4055.916016,4195.305176,4031.243896,4194.823242,551200.0,4194.823242
2015-04-15,4135.647949,4175.494141,4069.00708,4084.163086,613000.0,4084.163086
2015-04-14,4125.782227,4168.346191,4091.25708,4135.564941,610700.0,4135.564941
2015-04-13,4072.7229,4128.071777,4057.292969,4121.714844,589800.0,4121.714844
2015-04-10,3947.491943,4040.3479,3929.319092,4034.310059,484300.0,4034.310059
2015-04-09,4006.129883,4016.395996,3900.0271,3957.533936,585200.0,3957.533936
2015-04-08,3976.531982,4000.219971,3903.647949,3994.811035,618100.0,3994.811035
2015-04-07,3899.419922,3961.666016,3891.728027,3961.37793,570400.0,3961.37793
2015-04-03,3803.383057,3864.405029,3792.210938,3863.928955,473000.0,3863.928955
2015-04-02,3827.688965,3835.450928,3775.894043,3825.783936,479300.0,3825.783936
2015-04-01,3748.340088,3817.082031,3742.212891,3810.293945,447500.0,3810.293945
2015-03-31,3822.987061,3835.566895,3737.042969,3747.898926,561700.0,3747.898926
2015-03-30,3710.612061,3795.935059,3710.612061,3786.568115,564700.0,3786.568115
2015-03-27,3686.134033,3710.477051,3656.831055,3691.095947,408900.0,3691.095947
2015-03-26,3641.941895,3707.318115,3615.010986,3682.094971,488600.0,3682.094971
2015-03-25,3680.952881,3693.150879,3634.559082,3660.727051,521900.0,3660.727051
2015-03-24,3692.569092,3715.873047,3600.697998,3691.409912,639600.0,3691.409912
2015-03-23,3640.104004,3688.249023,3635.485107,3687.728027,536100.0,3687.728027
2015-03-20,3587.083984,3632.337891,3569.379883,3617.318115,516700.0,3617.318115
2015-03-19,3576.019043,3600.684082,3546.843994,3582.270996,537300.0,3582.270996
2015-03-18,3510.500977,3577.662109,3503.853027,3577.301025,545200.0,3577.301025
2015-03-17,3469.603027,3504.123047,3459.694092,3502.846924,520900.0,3502.846924
2015-03-16,3391.157959,3449.304932,3377.086914,3449.304932,399100.0,3449.304932
2015-03-13,3359.488037,3391.254883,3352.149902,3372.910889,328400.0,3372.910889
2015-03-12,3314.812988,3360.053955,3300.488037,3349.322998,357300.0,3349.322998
2015-03-11,3289.593994,3325.053955,3278.470947,3290.899902,283000.0,3290.899902
2015-03-10,3289.084961,3309.915039,3277.094971,3286.068115,285800.0,3286.068115
2015-03-09,3224.313965,3307.701904,3198.370117,3302.407959,321500.0,3302.407959
2015-03-06,3248.035889,3266.933105,3234.532959,3241.187012,282900.0,3241.187012
2015-03-05,3264.084961,3266.637939,3221.666016,3248.476074,320700.0,3248.476074
2015-03-04,3264.181885,3286.587891,3250.483887,3279.532959,293600.0,3279.532959
2015-03-03,3317.695068,3317.695068,3260.428955,3263.052002,382000.0,3263.052002
2015-03-02,3332.720947,3336.76001,3298.668945,3336.284912,346400.0,3336.284912
2015-02-27,3296.831055,3324.545898,3291.00708,3310.302979,299200.0,3310.302979
2015-02-26,3222.150879,3300.615967,3202.187988,3298.358887,301300.0,3298.358887
2015-02-25,3256.479004,3257.2229,3215.552002,3228.843018,233300.0,3228.843018
2015-02-24,3230.879883,3255.72998,3230.77002,3246.909912,0.0,3246.909912
2015-02-23,3230.879883,3255.72998,3230.77002,3246.909912,0.0,3246.909912
2015-02-20,3230.879883,3255.72998,3230.77002,3246.909912,0.0,3246.909912
2015-02-18,3230.879883,3255.72998,3230.77002,3246.909912,0.0,3246.909912
2015-02-17,3230.884033,3255.725098,3230.771973,3246.906006,228300.0,3246.906006
2015-02-16,3206.136963,3228.845947,3195.884033,3222.363037,223800.0,3222.363037
2015-02-13,3186.808105,3237.158936,3182.793945,3203.826904,261300.0,3203.826904
2015-02-12,3157.958984,3181.766113,3134.243896,3173.416016,194600.0,3173.416016
2015-02-11,3145.764893,3166.420898,3139.052002,3157.704102,172800.0,3157.704102
2015-02-10,3090.48999,3142.099121,3084.25293,3141.593018,193800.0,3141.593018
2015-02-09,3063.51001,3119.033936,3049.111084,3095.124023,206100.0,3095.124023
2015-02-06,3120.090088,3129.539062,3052.938965,3075.906982,246700.0,3075.906982
2015-02-05,3251.211914,3251.211914,3135.819092,3136.531006,306100.0,3136.531006
2015-02-04,3212.822021,3238.981934,3171.144043,3174.125977,249100.0,3174.125977
2015-02-03,3156.085938,3207.935059,3129.731934,3204.906982,248200.0,3204.906982
2015-02-02,3148.135986,3175.134033,3122.572021,3128.300049,250900.0,3128.300049
2015-01-30,3273.74707,3288.50293,3210.308105,3210.363037,258300.0,3210.363037
2015-01-29,3258.99707,3286.785889,3234.240967,3262.304932,274700.0,3262.304932
2015-01-28,3325.721924,3354.802002,3294.655029,3305.738037,301900.0,3305.738037
2015-01-27,3389.853027,3390.216064,3290.218994,3352.959961,374500.0,3352.959961
2015-01-26,3347.25708,3384.798096,3321.314941,3383.181885,317500.0,3383.181885
2015-01-23,3357.095947,3406.785889,3328.292969,3351.763916,366200.0,3351.763916
2015-01-22,3327.319092,3352.384033,3293.978027,3343.343994,353400.0,3343.343994
2015-01-21,3189.084961,3337.003906,3178.343018,3323.611084,411000.0,3323.611084
2015-01-20,3114.560059,3190.245117,3100.477051,3173.052002,357100.0,3173.052002
2015-01-19,3189.727051,3262.207031,3095.065918,3116.351074,401100.0,3116.351074
2015-01-16,3343.603027,3400.318115,3340.48999,3376.495117,339900.0,3376.495117
2015-01-15,3224.070068,3337.083984,3207.544922,3336.455078,282500.0,3336.455078
2015-01-14,3242.336914,3268.48291,3193.978027,3222.437012,240200.0,3222.437012
2015-01-13,3223.541992,3259.385986,3214.412109,3235.301025,230700.0,3235.301025
2015-01-12,3258.212891,3275.185059,3191.582031,3229.315918,322100.0,3229.315918
2015-01-09,3276.965088,3404.833984,3267.509033,3285.412109,410200.0,3285.412109
2015-01-08,3371.957031,3381.565918,3285.094971,3293.456055,371100.0,3293.456055
2015-01-07,3326.648926,3374.895996,3312.210938,3373.954102,391900.0,3373.954102
2015-01-06,3330.799072,3394.224121,3303.184082,3351.446045,501700.0,3351.446045
2015-01-05,3258.626953,3369.281006,3253.883057,3350.519043,531400.0,3350.519043
2015-01-02,3172.600098,3239.360107,3157.26001,3234.679932,0.0,3234.679932
2014-12-31,3172.596924,3239.356934,3157.259033,3234.677002,406000.0,3234.677002
2014-12-30,3160.801025,3190.299072,3130.353027,3165.814941,397700.0,3165.814941
2014-12-29,3212.559082,3223.860107,3126.944092,3168.016113,510100.0,3168.016113
2014-12-26,3078.004883,3164.155029,3064.176025,3157.603027,460700.0,3157.603027
2014-12-24,3039.206055,3050.50708,2934.910889,2972.531982,376800.0,2972.531982
2014-12-23,3085.080078,3136.837891,3025.666992,3032.612061,437800.0,3032.612061
2014-12-22,3129.26709,3189.866943,3090.509033,3127.445068,679400.0,3127.445068
2014-12-19,3053.074951,3117.5271,3018.420898,3108.595947,521100.0,3108.595947
2014-12-18,3062.801025,3089.791016,3030.319092,3057.520996,435900.0,3057.520996
2014-12-17,3031.951904,3076.599121,2993.333008,3061.02002,542500.0,3061.02002
2014-12-16,2953.811035,3021.896973,2943.912109,3021.518066,453800.0,3021.518066
2014-12-15,2921.446045,2960.227051,2890.904053,2953.420898,400400.0,2953.420898
2014-12-12,2929.360107,2962.51001,2914.956055,2938.173096,409500.0,2938.173096
2014-12-11,2912.345947,2965.675049,2892.611084,2926.663086,482600.0,2926.663086
2014-12-10,2855.939941,2946.707031,2807.677979,2940.876953,512900.0,2940.876953
2014-12-09,2992.48999,3091.323975,2834.592041,2859.918945,772000.0,2859.918945
2014-12-08,2907.814941,3041.656982,2879.846924,3021.523926,587600.0,3021.523926
2014-12-05,2926.572998,2978.029053,2813.052002,2938.781006,640500.0,2938.781006
2014-12-04,2783.468994,2900.508057,2772.431885,2900.362061,532700.0,2900.362061
2014-12-03,2768.677979,2824.178955,2733.86792,2779.736084,562100.0,2779.736084
2014-12-02,2667.820068,2777.37207,2665.686035,2763.316895,437700.0,2763.316895
2014-12-01,2691.725098,2720.74292,2668.841064,2680.73999,446800.0,2680.73999
2014-11-28,2629.625977,2683.179932,2622.061035,2682.918945,465900.0,2682.918945
2014-11-27,2615.366943,2631.398926,2599.10791,2630.045898,364100.0,2630.045898
2014-11-26,2572.648926,2605.070068,2570.404053,2604.886963,337100.0,2604.886963
2014-11-25,2531.998047,2568.381104,2527.076904,2567.596924,314300.0,2567.596924
2014-11-24,2505.531982,2546.746094,2495.520996,2533.887939,363500.0,2533.887939
2014-11-21,2452.63501,2488.200928,2446.645996,2487.111084,212200.0,2487.111084
2014-11-20,2443.275879,2458.319092,2437.476074,2452.616943,165500.0,2452.616943
2014-11-19,2452.149902,2461.490967,2442.709961,2451.166992,186200.0,2451.166992
2014-11-18,2474.181885,2477.052002,2449.812988,2457.529053,201100.0,2457.529053
2014-11-17,2506.864014,2508.76709,2472.446045,2475.120117,215700.0,2475.120117
2014-11-14,2477.966064,2481.024902,2457.044922,2479.185059,220600.0,2479.185059
2014-11-13,2494.998047,2507.74292,2471.406982,2486.669922,295000.0,2486.669922
2014-11-12,2454.602051,2494.916992,2444.813965,2494.275879,252900.0,2494.275879
2014-11-11,2483.647949,2508.623047,2445.959961,2470.594971,411900.0,2470.594971
2014-11-10,2436.62793,2474.156006,2428.185059,2473.183105,300600.0,2473.183105
2014-11-07,2427.897949,2454.423096,2407.441895,2419.145996,291200.0,2419.145996
2014-11-06,2419.616943,2426.889893,2401.75,2425.809082,222000.0,2425.809082
2014-11-05,2432.168945,2434.363037,2415.501953,2420.395996,263600.0,2420.395996
2014-11-04,2428.270996,2435.2229,2417.220947,2430.737061,309000.0,2430.737061
2014-11-03,2425.225098,2436.784912,2418.166992,2430.970947,298800.0,2430.970947
2014-10-31,2393.177979,2423.595947,2384.48291,2420.177979,325800.0,2420.177979
2014-10-30,2371.891113,2397.256104,2365.918945,2391.075928,294600.0,2391.075928
2014-10-29,2343.719971,2381.643066,2339.711914,2373.030029,265600.0,2373.030029
2014-10-28,2294.011963,2338.278076,2294.011963,2337.871094,178600.0,2337.871094
2014-10-27,2293.572998,2293.644043,2279.835938,2290.437012,130300.0,2290.437012
2014-10-24,2303.080078,2314.875,2296.656982,2302.280029,132200.0,2302.280029
2014-10-23,2322.315918,2329.927002,2297.330078,2302.417969,162600.0,2302.417969
2014-10-22,2339.2229,2352.124023,2324.590088,2326.552979,152700.0,2326.552979
2014-10-21,2355.032959,2361.653076,2337.551025,2339.656982,168800.0,2339.656982
2014-10-20,2346.052002,2357.509033,2340.458984,2356.728027,160000.0,2356.728027
2014-10-17,2352.783936,2360.596924,2312.825928,2341.184082,212300.0,2341.184082
2014-10-16,2361.129883,2389.675049,2353.406006,2356.499023,248200.0,2356.499023
2014-10-15,2358.23291,2374.808105,2344.373047,2373.669922,202800.0,2373.669922
2014-10-14,2362.802002,2380.514893,2349.194092,2359.475098,196800.0,2359.475098
2014-10-13,2366.426025,2366.862061,2341.124023,2366.009033,200900.0,2366.009033
2014-10-10,2380.754883,2386.2771,2365.074951,2374.540039,224700.0,2374.540039
2014-10-09,2383.858887,2391.3479,2367.111084,2389.371094,235900.0,2389.371094
2014-10-08,2368.575928,2382.793945,2354.290039,2382.793945,204400.0,2382.793945
2014-09-30,2361.318115,2365.490967,2354.268066,2363.870117,193900.0,2363.870117
2014-09-29,2353.708008,2363.059082,2346.579102,2357.710938,200100.0,2357.710938
2014-09-26,2339.288086,2350.108887,2329.955078,2347.718018,174700.0,2347.718018
2014-09-25,2352.86499,2365.154053,2336.804932,2345.103027,225700.0,2345.103027
2014-09-24,2302.230957,2345.74707,2297.875977,2343.574951,222500.0,2343.574951
2014-09-23,2289.091064,2311.524902,2289.023926,2309.718018,156900.0,2309.718018
2014-09-22,2323.553955,2323.553955,2284.37793,2289.865967,175800.0,2289.865967
2014-09-19,2312.983887,2331.561035,2305.51709,2329.450928,174600.0,2329.450928
2014-09-18,2303.850098,2319.875,2297.930908,2315.927979,189100.0,2315.927979
2014-09-17,2298.981934,2309.048096,2282.794922,2307.893066,210800.0,2307.893066
2014-09-16,2341.0271,2347.935059,2293.868896,2296.554932,302700.0,2296.554932
2014-09-15,2330.187012,2340.448975,2321.593018,2339.139893,215100.0,2339.139893
2014-09-12,2308.345947,2331.949951,2302.774902,2331.949951,193500.0,2331.949951
2014-09-11,2315.731934,2343.594971,2304.602051,2311.678955,222200.0,2311.678955
2014-09-10,2318.496094,2321.907959,2306.420898,2318.304932,189800.0,2318.304932
2014-09-09,2328.426025,2331.916992,2315.894043,2326.5271,197000.0,2326.5271
2014-09-05,2311.304932,2327.556885,2307.447021,2326.431885,213200.0,2326.431885
2014-09-04,2290.029053,2307.700928,2283.2771,2306.862061,199500.0,2306.862061
2014-09-03,2268.39502,2290.547119,2268.100098,2288.626953,212500.0,2288.626953
2014-09-02,2239.684082,2267.509033,2234.37793,2266.045898,192100.0,2266.045898
2014-09-01,2220.128906,2236.285889,2217.685059,2235.510986,129200.0,2235.510986
2014-08-29,2198.946045,2218.696045,2193.262939,2217.199951,105200.0,2217.199951
2014-08-28,2210.483887,2219.4729,2194.861084,2195.818115,124200.0,2195.818115
2014-08-27,2207.030029,2216.669922,2204.048096,2209.465088,120900.0,2209.465088
2014-08-26,2225.291016,2232.784912,2200.61792,2207.105957,163500.0,2207.105957
2014-08-25,2241.100098,2241.552979,2222.009033,2229.273926,162100.0,2229.273926
2014-08-22,2228.974121,2243.302979,2225.26709,2240.812012,160100.0,2240.812012
2014-08-21,2239.568115,2240.076904,2211.629883,2230.458008,165700.0,2230.458008
2014-08-20,2241.664062,2248.938965,2233.89209,2240.210938,167700.0,2240.210938
2014-08-19,2242.340088,2246.016113,2227.925049,2245.330078,177700.0,2245.330078
2014-08-18,2229.803955,2242.034912,2228.134033,2239.466064,163900.0,2239.466064
2014-08-15,2207.226074,2230.87207,2203.241943,2226.733887,150000.0,2226.733887
2014-08-14,2221.541016,2230.894043,2204.384033,2206.466064,170100.0,2206.466064
2014-08-13,2223.051025,2230.990967,2202.443115,2222.876953,178100.0,2222.876953
2014-08-12,2222.696045,2222.979004,2210.0,2221.594971,154800.0,2221.594971
2014-08-11,2199.433105,2225.960938,2198.313965,2224.654053,150600.0,2224.654053
2014-08-08,2188.708984,2199.577881,2180.596924,2194.425049,135200.0,2194.425049
2014-08-07,2216.658936,2220.568115,2185.762939,2187.668945,175200.0,2187.668945
2014-08-06,2212.00293,2223.893066,2192.99292,2217.465088,177700.0,2217.465088
2014-08-05,2224.63208,2226.837891,2206.850098,2219.945068,175400.0,2219.945068
2014-08-04,2190.035889,2224.068115,2186.916992,2223.331055,174100.0,2223.331055
2014-08-01,2194.169922,2218.789062,2184.641113,2185.302979,191500.0,2185.302979
2014-07-31,2179.542969,2202.125977,2173.899902,2201.562012,164700.0,2201.562012
2014-07-30,2178.178955,2194.572021,2177.243896,2181.24292,184900.0,2181.24292
2014-07-29,2179.825928,2193.522949,2172.102051,2183.191895,200300.0,2183.191895
2014-07-28,2135.249023,2181.496094,2135.249023,2177.947998,236200.0,2177.947998
2014-07-25,2108.714111,2127.217041,2106.714111,2126.614014,142500.0,2126.614014
2014-07-24,2079.63208,2107.946045,2079.63208,2105.062012,165700.0,2105.062012
2014-07-23,2074.195068,2088.191895,2072.229004,2078.489014,137300.0,2078.489014
2014-07-22,2050.5,2078.084961,2049.814941,2075.480957,123200.0,2075.480957
2014-07-21,2057.76709,2061.822998,2049.175049,2054.479004,93900.0,2054.479004
2014-07-18,2047.498047,2067.23291,2045.995972,2059.066895,106600.0,2059.066895
2014-07-17,2062.886963,2062.886963,2046.188965,2055.591064,104500.0,2055.591064
2014-07-16,2068.343018,2075.49292,2061.572021,2067.275879,137100.0,2067.275879
2014-07-15,2065.899902,2070.35791,2059.678955,2070.356934,124500.0,2070.356934
2014-07-14,2047.744019,2067.342041,2044.901001,2066.645996,115100.0,2066.645996
2014-07-11,2033.869019,2051.737061,2033.004028,2046.96106,105100.0,2046.96106
2014-07-10,2036.540039,2045.526978,2034.956055,2038.342041,97900.0,2038.342041
2014-07-09,2061.63501,2062.474121,2037.600952,2038.612061,113300.0,2038.612061
2014-07-08,2058.134033,2064.433105,2047.203979,2064.020996,95100.0,2064.020996
2014-07-07,2058.12793,2064.042969,2050.886963,2059.927002,97200.0,2059.927002
2014-07-04,2062.35791,2065.077881,2054.217041,2059.375,105000.0,2059.375
2014-07-03,2051.63208,2066.641113,2048.081055,2063.229004,122900.0,2063.229004
2014-07-02,2049.485107,2060.594971,2044.035034,2059.417969,109600.0,2059.417969
2014-07-01,2051.225098,2052.63501,2041.937012,2050.381104,98500.0,2050.381104
2014-06-30,2038.613037,2052.342041,2038.526978,2048.326904,96700.0,2048.326904
2014-06-27,2031.906982,2043.982056,2025.072998,2036.51001,97600.0,2036.51001
2014-06-26,2025.661987,2040.754028,2025.313965,2038.677002,81000.0,2038.677002
2014-06-25,2030.432983,2030.615967,2018.359985,2025.501953,67500.0,2025.501953
2014-06-24,2023.698975,2034.707031,2021.75,2033.93103,71200.0,2033.93103
2014-06-23,2026.225952,2033.319946,2022.916992,2024.36499,70500.0,2024.36499
2014-06-20,2013.41394,2027.147949,2010.530029,2026.67395,67200.0,2026.67395
2014-06-19,2054.620117,2059.254883,2017.652954,2023.734985,92900.0,2023.734985
2014-06-18,2064.383057,2066.913086,2051.746094,2055.519043,87200.0,2055.519043
2014-06-17,2080.481934,2080.481934,2064.666016,2066.697998,87800.0,2066.697998
2014-06-16,2070.698975,2087.322021,2069.440918,2085.98291,95900.0,2085.98291
2014-06-13,2049.206055,2073.595947,2048.61792,2070.715088,97200.0,2070.715088
2014-06-12,2051.582031,2057.10498,2045.962036,2051.712891,81700.0,2051.712891
2014-06-11,2049.12793,2056.631104,2045.406982,2054.947998,74400.0,2054.947998
2014-06-10,2033.207031,2052.764893,2026.389038,2052.531982,79600.0,2052.531982
2014-06-09,2024.942017,2045.255005,2023.197998,2030.501953,64800.0,2030.501953
2014-06-06,2040.864014,2041.572998,2022.157959,2029.956055,66000.0,2029.956055
2014-06-05,2019.442017,2041.70105,2016.175049,2040.878052,68000.0,2040.878052
2014-06-04,2037.989014,2038.480957,2012.912964,2024.833984,72400.0,2024.833984
2014-06-03,2039.196045,2049.575928,2037.300049,2038.305054,71600.0,2038.305054
2014-05-30,2040.394043,2046.959961,2031.373047,2039.212036,75100.0,2039.212036
2014-05-29,2051.840088,2057.076904,2039.238037,2040.594971,81200.0,2040.594971
2014-05-28,2034.561035,2052.656006,2029.33606,2050.228027,81300.0,2050.228027
2014-05-27,2039.791016,2044.147949,2032.838989,2034.564941,67600.0,2034.564941
2014-05-26,2042.027954,2045.380981,2035.093994,2041.475952,70300.0,2041.475952
2014-05-23,2020.11499,2034.56897,2017.739014,2034.56897,63500.0,2034.56897
2014-05-22,2023.147949,2041.959961,2018.876953,2021.285034,74700.0,2021.285034
2014-05-21,2001.30603,2025.19397,1991.055054,2024.95105,61800.0,2024.95105
2014-05-20,2011.845947,2018.156006,2002.759033,2008.119019,61300.0,2008.119019
